question,base_question,api
Mình muốn Tài khoản thuộc loại nào giùm,Tài khoản của tôi thuộc loại nào,getAccountDetail
balance tài khoản của tôi là là gì nha,Số dư tài khoản của tôi là bao nhiêu,getAccountDetail
Làm ơn Chi nhánh mở tài khoản được không?,Chi nhánh mở tài khoản của tôi,getAccountDetail
Mình muốn Xem số dư tài khoản nha,Xem số dư tài khoản,getAccountDetail
Giúp tôi Kiểm tra chi tiết số dư nha,Kiểm tra chi tiết số dư,getAccountDetail
Còn là gì tiền trong tài khoản nhé?,Còn bao nhiêu tiền trong tài khoản,getAccountDetail
xem balance giúp với,Kiểm tra số dư,getAccountDetail
Giúp tui Xem balance tài khoản,Xem số dư tài khoản,getAccountDetail
Làm ơn Balance tài khoản của tui với,Balance tài khoản của tôi,getAccountDetail
Tài khoản của tôi thuộc loại nào nha với,Tài khoản của tôi thuộc loại nào,getAccountDetail
Mình muốn Được không nếu Tài khoản của thuộc loại nào,Tài khoản của tôi thuộc loại nào,getAccountDetail
cần Xem chi tiết số dư tài khoản giùm,Xem chi tiết số dư tài khoản,getAccountDetail
Tôi muốn Tiền trong tài khoản còn là gì nha,Tiền trong tài khoản còn bao nhiêu,getAccountDetail
mình muốn Tiền trong tài khoản còn là gì,Tiền trong tài khoản còn bao nhiêu,getAccountDetail
Cho Xem số dư tài khoản được không?,Xem số dư tài khoản,getAccountDetail
cần Trạng thái tài khoản của tui,Trạng thái tài khoản của tôi,getAccountDetail
Giúp tôi Số dư tài khoản của là bao nhiêu,Số dư tài khoản của tôi là bao nhiêu,getAccountDetail
Kiểm tra chi tiết số dư ạ với,Kiểm tra chi tiết số dư,getAccountDetail
Số dư tài khoản của tôi là được bao nhiêu ạ?,Số dư tài khoản của tôi là bao nhiêu,getAccountDetail
Cho tôi Số tài khoản là gì,Số tài khoản của tôi là gì,getAccountDetail
tui cần Kiểm tra số dư được không?,Kiểm tra số dư,getAccountDetail
Được không nếu Trạng thái tài khoản của tui?,Trạng thái tài khoản của tôi,getAccountDetail
Tôi muốn Chi nhánh mở tài khoản của tui nhé,Chi nhánh mở tài khoản của tôi,getAccountDetail
Tôi muốn Tài khoản của tui thuộc loại nào ạ,Tài khoản của tôi thuộc loại nào,getAccountDetail
Cho tôi Số dư tài khoản của tôi là là gì với,Số dư tài khoản của tôi là bao nhiêu,getAccountDetail
Có thể Tài khoản của tui thuộc loại nào giùm,Tài khoản của tôi thuộc loại nào,getAccountDetail
Tôi cần Trạng thái tài khoản của tôi giùm,Trạng thái tài khoản của tôi,getAccountDetail
mình muốn Cho mình Xem hạn mức thấu chi,Xem hạn mức thấu chi,getAccountDetail
Cho mình Làm ơn Số dư tài khoản là bao nhiêu,Số dư tài khoản của tôi là bao nhiêu,getAccountDetail
Còn là gì tiền trong tài khoản?,Còn bao nhiêu tiền trong tài khoản,getAccountDetail
Cho mình Tài khoản thuộc loại nào nha,Tài khoản của tôi thuộc loại nào,getAccountDetail
Có thể Balance tài khoản giùm,Balance tài khoản của tôi,getAccountDetail
Tôi muốn Balance tài khoản của tôi giùm,Balance tài khoản của tôi,getAccountDetail
em muốn Xem chi tiết số dư tài khoản với,Xem chi tiết số dư tài khoản,getAccountDetail
Có thể Số dư tài khoản của tôi là là gì với,Số dư tài khoản của tôi là bao nhiêu,getAccountDetail
cần balance tài khoản của là bao nhiêu,Số dư tài khoản của tôi là bao nhiêu,getAccountDetail
Xem chi tiết số dư tài khoản được không giúp với,Xem chi tiết số dư tài khoản,getAccountDetail
Giúp Loại tiền của tài khoản,Loại tiền của tài khoản,getAccountDetail
Cho tôi Có thể Tên sản phẩm tài khoản,Tên sản phẩm tài khoản,getAccountDetail
Cho tui Làm ơn Cho biết số tài khoản,Cho biết số tài khoản,getAccountDetail
Vui lòng Mình muốn Chi nhánh mở tài khoản của tui,Chi nhánh mở tài khoản của tôi,getAccountDetail
Giúp Loại tiền của tài khoản được không,Loại tiền của tài khoản,getAccountDetail
Được không nếu Balance tài khoản của giùm,Balance tài khoản của tôi,getAccountDetail
Số dư tài khoản của tui là được bao nhiêu giùm,Số dư tài khoản của tôi là bao nhiêu,getAccountDetail
Có thể Trạng thái tài khoản của mình được không,Trạng thái tài khoản của tôi,getAccountDetail
Giúp Tiền trong tài khoản còn bao nhiêu ạ,Tiền trong tài khoản còn bao nhiêu,getAccountDetail
Có thể Cho mình Trạng thái tài khoản của tui,Trạng thái tài khoản của tôi,getAccountDetail
Xem chi tiết số dư tài khoản nha giùm,Xem chi tiết số dư tài khoản,getAccountDetail
Kiểm tra chi tiết balance được không nhé,Kiểm tra chi tiết số dư,getAccountDetail
Tôi cần Có thể Số tài khoản của tui là gì,Số tài khoản của tôi là gì,getAccountDetail
Mình muốn Hạn mức thấu chi của tài khoản ạ,Hạn mức thấu chi của tài khoản,getAccountDetail
Vui lòng Xem hạn mức thấu chi ạ,Xem hạn mức thấu chi,getAccountDetail
Giúp mình Số dư tài khoản của là bao nhiêu,Số dư tài khoản của tôi là bao nhiêu,getAccountDetail
Cho tôi Số dư tài khoản của mình là được bao nhiêu,Số dư tài khoản của tôi là bao nhiêu,getAccountDetail
Loại tài khoản của tôi là gì nhé nhé,Loại tài khoản của tôi là gì,getAccountDetail
Giúp em Mình muốn Cho biết số tài khoản,Cho biết số tài khoản,getAccountDetail
Giúp em Kiểm tra chi tiết số dư với,Kiểm tra chi tiết số dư,getAccountDetail
Tài khoản thuộc loại nào nhé,Tài khoản của tôi thuộc loại nào,getAccountDetail
Kiểm tra chi tiết balance với giúp với,Kiểm tra chi tiết số dư,getAccountDetail
Vui lòng balance tài khoản của tôi là bao nhiêu ạ,Số dư tài khoản của tôi là bao nhiêu,getAccountDetail
Tôi cần Còn được bao nhiêu tiền trong tài khoản?,Còn bao nhiêu tiền trong tài khoản,getAccountDetail
Cho mình Mình muốn Còn bao nhiêu tiền trong tài khoản,Còn bao nhiêu tiền trong tài khoản,getAccountDetail
Tôi muốn Tài khoản của tôi thuộc loại nào được không,Tài khoản của tôi thuộc loại nào,getAccountDetail
Tiền trong tài khoản còn được bao nhiêu với được không,Tiền trong tài khoản còn bao nhiêu,getAccountDetail
Hạn mức thấu chi của tài khoản nhé với,Hạn mức thấu chi của tài khoản,getAccountDetail
xem số tài khoản giùm,Cho biết số tài khoản,getAccountDetail
Tài khoản đang hoạt động không ạ?,Tài khoản đang hoạt động không,getAccountDetail
balance tài khoản là bao nhiêu với,Số dư tài khoản của tôi là bao nhiêu,getAccountDetail
Loại tiền của tài khoản nhé?,Loại tiền của tài khoản,getAccountDetail
Cho Có thể Balance tài khoản của,Balance tài khoản của tôi,getAccountDetail
Giúp em Hạn mức thấu chi của tài khoản được không?,Hạn mức thấu chi của tài khoản,getAccountDetail
Cho em Kiểm tra chi tiết số dư giùm,Kiểm tra chi tiết số dư,getAccountDetail
Cho tôi Số tài khoản của tôi là gì với,Số tài khoản của tôi là gì,getAccountDetail
em cần Làm ơn Tài khoản của em thuộc loại nào,Tài khoản của tôi thuộc loại nào,getAccountDetail
Cho tôi Số dư tài khoản của tôi là được bao nhiêu?,Số dư tài khoản của tôi là bao nhiêu,getAccountDetail
balance tài khoản của tôi là bao nhiêu với giúp với,Số dư tài khoản của tôi là bao nhiêu,getAccountDetail
mình cần Làm ơn Xem số dư tài khoản,Xem số dư tài khoản,getAccountDetail
Tôi cần Mình muốn Balance tài khoản của em,Balance tài khoản của tôi,getAccountDetail
em cần Chi nhánh mở tài khoản,Chi nhánh mở tài khoản của tôi,getAccountDetail
Xem balance tài khoản giúp với với,Xem số dư tài khoản,getAccountDetail
Giúp em Tài khoản đang hoạt động không với,Tài khoản đang hoạt động không,getAccountDetail
Mình muốn Xem balance tài khoản nhé,Xem số dư tài khoản,getAccountDetail
Được không nếu Xem số dư tài khoản được không?,Xem số dư tài khoản,getAccountDetail
Mình muốn Được không nếu Xem số dư tài khoản,Xem số dư tài khoản,getAccountDetail
Cho mình Trạng thái tài khoản của tôi được không?,Trạng thái tài khoản của tôi,getAccountDetail
Cho em Cho biết số tài khoản được không,Cho biết số tài khoản,getAccountDetail
Tôi muốn Làm ơn Số tài khoản của em là gì,Số tài khoản của tôi là gì,getAccountDetail
Vui lòng Mình muốn Chi nhánh mở tài khoản của em,Chi nhánh mở tài khoản của tôi,getAccountDetail
Tôi cần Hạn mức thấu chi của tài khoản,Hạn mức thấu chi của tài khoản,getAccountDetail
hiển thị chi tiết balance tài khoản,Xem chi tiết số dư tài khoản,getAccountDetail
em cần Trạng thái tài khoản của em nhé,Trạng thái tài khoản của tôi,getAccountDetail
Loại tài khoản là gì nhé,Loại tài khoản của tôi là gì,getAccountDetail
mình cần Cho mình Hạn mức thấu chi của tài khoản,Hạn mức thấu chi của tài khoản,getAccountDetail
Tôi muốn Làm ơn Tiền trong tài khoản còn bao nhiêu,Tiền trong tài khoản còn bao nhiêu,getAccountDetail
Có thể Số dư tài khoản của là bao nhiêu,Số dư tài khoản của tôi là bao nhiêu,getAccountDetail
Vui lòng Loại tài khoản là gì được không,Loại tài khoản của tôi là gì,getAccountDetail
tui muốn Xem số dư tài khoản được không?,Xem số dư tài khoản,getAccountDetail
Tiền trong tài khoản còn bao nhiêu ạ được không?,Tiền trong tài khoản còn bao nhiêu,getAccountDetail
Tài khoản của tôi thuộc loại nào giùm nha,Tài khoản của tôi thuộc loại nào,getAccountDetail
Tôi cần Xem hạn mức thấu chi được không?,Xem hạn mức thấu chi,getAccountDetail
Cho tui Còn bao nhiêu tiền trong tài khoản giúp với,Còn bao nhiêu tiền trong tài khoản,getAccountDetail
Cho tôi Loại tài khoản của tôi là gì,Loại tài khoản của tôi là gì,getAccountDetail
Cho em Cho mình Còn bao nhiêu tiền trong tài khoản,Còn bao nhiêu tiền trong tài khoản,getAccountDetail
Cho mình Cho biết số tài khoản giùm,Cho biết số tài khoản,getAccountDetail
Tiền trong tài khoản còn được bao nhiêu ạ nha,Tiền trong tài khoản còn bao nhiêu,getAccountDetail
Cho em Kiểm tra chi tiết số dư được không,Kiểm tra chi tiết số dư,getAccountDetail
Loại tài khoản của tôi là gì với,Loại tài khoản của tôi là gì,getAccountDetail
Mình muốn Số dư tài khoản của tui là bao nhiêu nha,Số dư tài khoản của tôi là bao nhiêu,getAccountDetail
Được không nếu Còn bao nhiêu tiền trong tài khoản với,Còn bao nhiêu tiền trong tài khoản,getAccountDetail
Cho mình Làm ơn Số dư tài khoản của là bao nhiêu,Số dư tài khoản của tôi là bao nhiêu,getAccountDetail
Được không nếu Cho mình Chi nhánh mở tài khoản của tôi,Chi nhánh mở tài khoản của tôi,getAccountDetail
